,rxn_ids,rxn_names,reactions,rxn_bounds,rxn_subsystems
623,"1a,25VITD3Hm_Neuron","1-alpha,24R,25-Vitamin D-hydroxylase (D3) Neuron",1a25dhvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd3[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Vitamin D
624,"24,25VITD2Hm_Neuron",24R-Vitamin D-25-hydroxylase (D2) Neuron,25hvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 2425dhvitd2[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Vitamin D
625,"24,25VITD3Hm_Neuron",24R-Vitamin D-25-hydroxylase (D3) Neuron,25hvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 2425dhvitd3[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Vitamin D
626,25HVITD2t_Neuron,25-hydroxyvitamin D2 transport from cytoplasm Neuron,25hvitd2[cN] --> 25hvitd2[I],"(0.0, 1000.0)","Transport, Extracellular"
627,25HVITD2tin_Neuron,25-hydroxyvitamin D2 transport in cytoplasm Neuron,25hvitd2[I] --> 25hvitd2[cN],"(0.0, 1000.0)","Transport, Extracellular"
628,25HVITD2tin_m_Neuron,25-hydroxyvitamin D2 transport in mitochondria Neuron,25hvitd2[cN] --> 25hvitd2[mN],"(0.0, 1000.0)","Transport, Mitochondrial"
629,25HVITD2tm_Neuron,25-hydroxyvitamin D2 transport from mitochondria Neuron,25hvitd2[mN] --> 25hvitd2[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
630,25HVITD3t_Neuron,25-hydroxyvitamin D3 transport from cytoplasm Neuron,25hvitd3[cN] --> 25hvitd3[I],"(0.0, 1000.0)","Transport, Extracellular"
631,25HVITD3tin_Neuron,25-hydroxyvitamin D3 transport in cytoplasm Neuron,25hvitd3[I] --> 25hvitd3[cN],"(0.0, 1000.0)","Transport, Extracellular"
632,25HVITD3tin_m_Neuron,25-hydroxyvitamin D3 transport in mitochondria Neuron,25hvitd3[cN] --> 25hvitd3[mN],"(0.0, 1000.0)","Transport, Mitochondrial"
633,25HVITD3tm_Neuron,25-hydroxyvitamin D3 transport from mitochondria Neuron,25hvitd3[mN] --> 25hvitd3[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
634,25VITD2Hm_Neuron,1-alpha-Vitamin D-25-hydroxylase (D2) Neuron,25hvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a25dhvitd2[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Vitamin D
635,25VITD3Hm_Neuron,1-alpha-Vitamin D-25-hydroxylase (D3) Neuron,25hvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a25dhvitd3[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Vitamin D
636,2AMADPTm_Neuron,L-2-aminoadipate shuttle (cytosol/mitochondria) Neuron,L2aadp[cN] + akg[mN] <=> L2aadp[mN] + akg[cN],"(-1000.0, 1000.0)",Lysine Metabolism
637,2OXOADOXm_Neuron,2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating) (mitochondria) Neuron,2oxoadp[mN] + coa[mN] + nad[mN] --> co2[mN] + glutcoa[mN] + nadh[mN],"(0.0, 1000.0)",Lysine Metabolism
638,2OXOADPTm_Neuron,2-oxoadipate shuttle (cytosol/mitochondria) Neuron,2oxoadp[cN] + akg[mN] <=> 2oxoadp[mN] + akg[cN],"(-1000.0, 1000.0)",Tryptophan metabolism
639,34HPLFM_Neuron,3-(4-hydroxyphenyl-)lactate formation Neuron,34hpp[mN] + h[mN] + nadh[mN] --> 34hpl[mN] + nad[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
640,3AIBTm_Neuron,"L-3-aminoisobutyrate transaminase, mitochondrial Neuron",2mop[mN] + glu-L[mN] <=> 3aib[mN] + akg[mN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
641,3AIBt_Neuron,3-amino-isobutyrate transport Neuron,3aib[cN] --> 3aib[I],"(0.0, 1000.0)","Transport, Extracellular"
642,3AIBtm_Neuron,"3-amino-isobutyrate transport, mitochondrial Neuron",3aib[mN] --> 3aib[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
643,3DPHBH1_Neuron,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADH) Neuron,3dphb[mN] + h[mN] + nadh[mN] + o2[mN] --> 3dpdhb[mN] + h2o[mN] + nad[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
644,3DPHBH2_Neuron,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADPH) Neuron,3dphb[mN] + h[mN] + nadph[mN] + o2[mN] --> 3dpdhb[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
645,3HBCDm_Neuron,"3-hydroxybutyryl-CoA dehydratase, mitochondrial Neuron",b2coa[mN] + h2o[mN] <=> 3hbcoa-R[mN],"(-1000.0, 1000.0)",Butanoate Metabolism
646,3HBCOAHLm_Neuron,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial Neuron",3hibutcoa[mN] + h2o[mN] --> 3hmp[mN] + coa[mN] + h[mN],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
647,3SALAASPm_Neuron,cysteinesulfinate-aspartate mitochondrial shuttle Neuron,3sala[mN] + asp-L[cN] <=> 3sala[cN] + asp-L[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
648,3SALATAim_Neuron,"3-sulfino-alanine transaminase (irreversible), mitochondrial Neuron",3sala[mN] + akg[mN] + h[mN] --> 3snpyr[mN] + glu-L[mN],"(0.0, 1000.0)",Cysteine Metabolism
649,3SPYRSPm_Neuron,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial Neuron",3snpyr[mN] + h2o[mN] --> h[mN] + pyr[mN] + so3[mN],"(0.0, 1000.0)",Cysteine Metabolism
650,4ABUTtm_Neuron,4-aminobutanoate mitochondrial transport via diffusion Neuron,4abut[cN] <=> 4abut[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
651,4HBZCOAFm_Neuron,4-hydroxybenzoyl-CoA formation Neuron,coa[mN] + coucoa[mN] + h2o[mN] + nad[mN] --> 4hbzcoa[mN] + accoa[mN] + h[mN] + nadh[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
652,4HBZFm_Neuron,4-hydroxybenzoate formation Neuron,4hbzcoa[mN] + h2o[mN] --> 4hbz[mN] + coa[mN] + h[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
653,4HGLSDm_Neuron,"L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial Neuron",4hglusa[mN] + h2o[mN] + nad[mN] <=> e4hglu[mN] + 2.0 h[mN] + nadh[mN],"(-1000.0, 1000.0)",Arginine and Proline Metabolism
654,5AOPtm_Neuron,5-Aminolevulinate mitochondrial transport Neuron,5aop[cN] <=> 5aop[mN],"(-1000.0, 1000.0)",Heme Biosynthesis
655,5HOXINDACTOXm_Neuron,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito) Neuron,5hoxindact[mN] + h2o[mN] + nad[mN] --> 5hoxindoa[mN] + 2.0 h[mN] + nadh[mN],"(0.0, 1000.0)",Tryptophan metabolism
656,5THFtm_Neuron,"5-glutamyl-THF transport,m mitochondrial Neuron",5thf[mN] --> 5thf[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
657,6DHFtm_Neuron,"6-glutamyl-DHF transport,m mitochondrial Neuron",6dhf[mN] --> 6dhf[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
658,6THFtm_Neuron,"6-glutamyl-THF transport,m mitochondrial Neuron",6thf[mN] --> 6thf[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
659,7DHFtm_Neuron,"7-glutamyl-DHF transport,m mitochondrial Neuron",7dhf[mN] --> 7dhf[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
660,7THFtm_Neuron,"7-glutamyl-THF transport,m mitochondrial Neuron",7thf[mN] --> 7thf[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
661,AACOAT_Neuron,Acetoacetyl-CoA:acetate CoA-transferase Neuron,acac[cN] + atp[cN] + coa[cN] --> aacoa[cN] + amp[cN] + ppi[cN],"(0.0, 0.0)",Propanoate Metabolism
662,AACTOOR_Neuron,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing) Neuron,aact[cN] + h2o[cN] + o2[cN] --> h2o2[cN] + mthgxl[cN] + nh4[cN],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
663,AACTtm_Neuron,Aminoacetone transport (mitochondrial) Neuron,aact[mN] --> aact[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
664,AASAD3m_Neuron,"L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial Neuron",L2aadp6sa[mN] + h2o[mN] + nad[mN] --> L2aadp[mN] + 2.0 h[mN] + nadh[mN],"(0.0, 1000.0)",Lysine Metabolism
665,AATAi_Neuron,"2-aminoadipate transaminase, irreversible Neuron",L2aadp[cN] + akg[cN] --> 2oxoadp[cN] + glu-L[cN],"(0.0, 1000.0)",Lysine Metabolism
666,ABTArm_Neuron,"4-aminobutyrate transaminase, reversible (mitochondrial) Neuron",4abut[mN] + akg[mN] <=> glu-L[mN] + sucsal[mN],"(-1000.0, 1000.0)",Glutamate metabolism
667,ABUTt2r_Neuron,4-aminobutyrate reversible transport in via proton symport Neuron,4abut[I] + h[I] <=> 4abut[cN] + h[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
668,ACACT10m_Neuron,"acetyl-CoA C-acetyltransferase, mitochondrial Neuron",2maacoa[mN] + coa[mN] <=> accoa[mN] + ppcoa[mN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
669,ACACT1r_Neuron,acetyl-CoA C-acetyltransferase Neuron,2.0 accoa[cN] <=> aacoa[cN] + coa[cN],"(-1000.0, 1000.0)",Tryptophan metabolism
670,ACACT1rm_Neuron,"acetyl-CoA C-acetyltransferase, mitochondrial Neuron",2.0 accoa[mN] <=> aacoa[mN] + coa[mN],"(-1000.0, 1000.0)",Tryptophan metabolism
671,ACACt2_Neuron,acetoacetate transport via proton symport Neuron,acac[I] + h[I] --> acac[cN] + h[cN],"(0.0, 1000.0)","Transport, Extracellular"
672,ACACt2m_Neuron,Acetoacetate mitochondrial transport via H+ symport Neuron,acac[cN] + h[cN] <=> acac[mN] + h[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
673,ACALDt_Neuron,acetaldehyde reversible transport Neuron,acald[I] <=> acald[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
674,ACALDtm_Neuron,acetaldehyde mitochondrial diffusion Neuron,acald[mN] <=> acald[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
675,ACCOALm_Neuron,acetate-CoA ligase (AMP-forming) Neuron,atp[mN] + coa[mN] + ppa[mN] --> amp[mN] + ppcoa[mN] + ppi[mN],"(0.0, 1000.0)",Propanoate Metabolism
676,ACOAD10m_Neuron,"acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial Neuron",2mbcoa[mN] + fad[mN] --> 2mb2coa[mN] + fadh2[mN],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
677,ACOAD1fm_Neuron,"acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial Neuron",btcoa[mN] + fad[mN] --> b2coa[mN] + fadh2[mN],"(0.0, 1000.0)",Butanoate Metabolism
678,ACOAD8m_Neuron,"acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial Neuron",fad[mN] + ivcoa[mN] --> 3mb2coa[mN] + fadh2[mN],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
679,ACOAD9m_Neuron,"acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial Neuron",fad[mN] + ibcoa[mN] --> 2mp2coa[mN] + fadh2[mN],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
680,ACONTm_Neuron,Aconitate hydratase Neuron,cit[mN] <=> icit[mN],"(-1000.0, 1000.0)",Citric Acid Cycle
681,ACRNtm_Neuron,O-acetylcarnintine transport into mitochondria via diffusion Neuron,acrn[cN] --> acrn[mN],"(0.0, 1000.0)","Transport, Mitochondrial"
682,ACSm_Neuron,acetyl-CoA synthetase Neuron,ac[mN] + atp[mN] + coa[mN] --> accoa[mN] + amp[mN] + ppi[mN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
683,ACYP_Neuron,acylphosphatase Neuron,13dpg[cN] + h2o[cN] --> 3pg[cN] + h[cN] + pi[cN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
684,ACt2m_Neuron,acetate mitochondrial transport via proton symport Neuron,ac[cN] + h[cN] <=> ac[mN] + h[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
685,ADCim_Neuron,"Acetoacetate decarboxylation (irreversible), mitochondrial Neuron",acac[mN] + h[mN] --> acetone[mN] + co2[mN],"(0.0, 1000.0)",Propanoate Metabolism
686,ADK1_Neuron,adenylate kinase Neuron,amp[cN] + atp[cN] --> 2.0 adp[cN],"(0.0, 0.0)",Nucleotides
687,ADK1m_Neuron,"adenylate kinase, mitochondrial Neuron",amp[mN] + atp[mN] <=> 2.0 adp[mN],"(-1000.0, 1000.0)",Nucleotides
688,ADK3m_Neuron,adentylate kinase (GTP) Neuron,amp[mN] + gtp[mN] <=> adp[mN] + gdp[mN],"(-1000.0, 1000.0)",Nucleotides
689,ADPRDPm_Neuron,ADPribose diphosphatase (mitochondrial) Neuron,adprib[mN] + h2o[mN] --> amp[mN] + 2.0 h[mN] + r5p[mN],"(0.0, 1000.0)",Nucleotides
690,AGMTm_Neuron,agmatinase (m) Neuron,agm[mN] + h2o[mN] --> ptrc[mN] + urea[mN],"(0.0, 1000.0)",Arginine and Proline Metabolism
691,AGPRim_Neuron,"N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial Neuron",acg5p[mN] + h[mN] + nadph[mN] --> acg5sa[mN] + nadp[mN] + pi[mN],"(0.0, 1000.0)",Urea cycle/amino group metabolism
692,AGTim_Neuron,"alanine-glyoxylate transaminase (irreversible), mitochondrial Neuron",ala-L[mN] + glx[mN] --> gly[mN] + pyr[mN],"(0.0, 1000.0)",Alanine and Aspartate Metabolism
693,AKGDm_Neuron,2-oxoglutarate dehydrogenase Neuron,akg[mN] + coa[mN] + nad[mN] --> co2[mN] + nadh[mN] + succoa[mN],"(0.0, 1000.0)",Citric Acid Cycle
694,AKGMALtm_Neuron,alpha-ketoglutarate/malate transporter Neuron,akg[mN] + mal-L[cN] <=> akg[cN] + mal-L[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
695,ALASm_Neuron,5-aminolevulinate synthase Neuron,gly[mN] + h[mN] + succoa[mN] --> 5aop[mN] + co2[mN] + coa[mN],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
696,ALCD2if_Neuron,"alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde) Neuron",etoh[cN] + nad[cN] --> acald[cN] + h[cN] + nadh[cN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
697,ALCD2yf_Neuron,"alcohol dehydrogenase (ethanol, NADP), forward reaction Neuron",etoh[cN] + nadp[cN] --> acald[cN] + h[cN] + nadph[cN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
698,ALDD20xm_Neuron,"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD), mitochondrial Neuron",h2o[mN] + id3acald[mN] + nad[mN] --> 2.0 h[mN] + ind3ac[mN] + nadh[mN],"(0.0, 1000.0)",Tryptophan metabolism
699,ALDD2x_Neuron,"aldehyde dehydrogenase (acetaldehyde, NAD) Neuron",acald[cN] + h2o[cN] + nad[cN] --> ac[cN] + 2.0 h[cN] + nadh[cN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
700,ALDD2xm_Neuron,"aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial Neuron",acald[mN] + h2o[mN] + nad[mN] --> ac[mN] + 2.0 h[mN] + nadh[mN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
701,ALDD2y_Neuron,"aldehyde dehydrogenase (acetaldehyde, NADP) Neuron",acald[cN] + h2o[cN] + nadp[cN] --> ac[cN] + 2.0 h[cN] + nadph[cN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
702,ALR_Neuron,Aldose reductase Neuron,h2o[cN] + mthgxl[cN] + nadp[cN] --> 2.0 h[cN] + nadph[cN] + pyr[cN],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
703,AMETt2m_Neuron,"S-Adenosyl-L-methionine reversible transport, mitochondrial Neuron",ahcys[mN] + amet[cN] <=> ahcys[cN] + amet[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
704,AOBUTDsm_Neuron,"L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous) Neuron",2aobut[mN] + h[mN] --> aact[mN] + co2[mN],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
705,APAT2rm_Neuron,3-Aminopropanoate:2-oxoglutarate aminotransferase (m) Neuron,akg[mN] + ala-B[mN] <=> glu-L[mN] + msa[mN],"(-1000.0, 1000.0)",beta-Alanine metabolism
706,APOC_LYS_BTNPm_Neuron,"proteolysis of apoC-Lys-btn, mitochondrial Neuron",apoC-Lys_btn[mN] + h2o[mN] --> apoC[mN] + biocyt[mN],"(0.0, 1000.0)",Biotin Metabolism
707,APOCFm_Neuron,"Apocarboxylase formation, mitochondrial Neuron",apoC[mN] + lys-L[mN] --> apoC-Lys[mN] + h2o[mN] + h[mN],"(0.0, 1000.0)",Biotin Metabolism
708,ARGDCm_Neuron,arginine decarboxylase (m) Neuron,arg-L[mN] + h[mN] --> agm[mN] + co2[mN],"(0.0, 1000.0)",Arginine and Proline Metabolism
709,ARGtiDF_Neuron,L-arginine transport via diffusion (extracellular to cytosol) Neuron,arg-L[I] --> arg-L[cN],"(0.0, 1000.0)","Transport, Extracellular"
710,ARGtm_Neuron,arginine mitochondrial transport via ornithine carrier Neuron,arg-L[cN] + h[mN] <=> arg-L[mN] + h[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
711,ASNNm_Neuron,L-asparaginase (mitochondrial) Neuron,asn-L[mN] + h2o[mN] --> asp-L[mN] + nh4[mN],"(0.0, 1000.0)",Alanine and Aspartate Metabolism
712,ASNt4_Neuron,L-asparagine transport in via sodium symport Neuron,asn-L[I] + na1[I] --> asn-L[cN] + na1[cN],"(0.0, 0.0)","Transport, Extracellular"
713,ASNtm_Neuron,"L-asparagine transport, mitochondrial Neuron",asn-L[cN] --> asn-L[mN],"(0.0, 1000.0)","Transport, Mitochondrial"
714,ASPGLUm_Neuron,aspartate-glutamate mitochondrial shuttle Neuron,asp-L[mN] + glu-L[cN] + h[cN] --> asp-L[cN] + glu-L[mN] + h[mN],"(0.0, 1000.0)","Transport, Mitochondrial"
715,ASPNATm_Neuron,"aspartate N-acetyltransferase, mitochondrial Neuron",accoa[mN] + asp-L[mN] --> Nacasp[mN] + coa[mN] + h[mN],"(0.0, 1000.0)",Alanine and Aspartate Metabolism
716,ASPTA_Neuron,aspartate transaminase Neuron,akg[cN] + asp-L[cN] <=> glu-L[cN] + oaa[cN],"(-1000.0, 1000.0)",Alanine and Aspartate Metabolism
717,ASPTAm_Neuron,aspartate transaminase Neuron,akg[mN] + asp-L[mN] <=> glu-L[mN] + oaa[mN],"(-1000.0, 1000.0)",Alanine and Aspartate Metabolism
718,ATPS4m_Neuron,ATP synthase (four protons for one ATP) Neuron,adp[mN] + 4.0 h[cN] + pi[mN] --> atp[mN] + h2o[mN] + 3.0 h[mN],"(0.0, 1000.0)",Oxidative Phosphorylation
719,ATPtm_Neuron,"ADP/ATP transporter, mitochondrial Neuron",adp[cN] + atp[mN] --> adp[mN] + atp[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
720,BACCLm_Neuron,"biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial Neuron",atp[mN] + btn[mN] + h[mN] --> btamp[mN] + ppi[mN],"(0.0, 1000.0)",Biotin Metabolism
721,BALAVECSEC_Neuron,B-alanine secretion via secretory vesicle (ATP driven) Neuron,3.0 ala-B[cN] + atp[cN] + h2o[cN] --> adp[cN] + 3.0 ala-B[I] + h[cN] + pi[cN],"(0.0, 1000.0)","Transport, Extracellular"
722,BALAtmr_Neuron,Beta-alanine reversible mitochondrial transport (diffusion) Neuron,ala-B[cN] <=> ala-B[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
723,BAMPPALDOXm_Neuron,beta-Aminopropion aldehyde:NAD+ oxidoreductase (m) Neuron,bamppald[mN] + h2o[mN] + nad[mN] --> ala-B[mN] + 2.0 h[mN] + nadh[mN],"(0.0, 1000.0)",beta-Alanine metabolism
724,BDHm_Neuron,(R)-3-Hydroxybutanoate:NAD+ oxidoreductase Neuron,bhb[mN] + nad[mN] <=> acac[mN] + h[mN] + nadh[mN],"(-1000.0, 1000.0)",Butanoate Metabolism
725,BETALDHxm_Neuron,"betaine-aldehyde dehydrogenase, mitochondrial Neuron",betald[mN] + h2o[mN] + nad[mN] --> glyb[mN] + 2.0 h[mN] + nadh[mN],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
726,BHBt_Neuron,(R)-3-Hydroxybutanoate transport via H+ symport Neuron,bhb[I] + h[I] --> bhb[cN] + h[cN],"(0.0, 1000.0)","Transport, Extracellular"
727,BHBtm_Neuron,(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport Neuron,bhb[cN] + h[cN] <=> bhb[mN] + h[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
728,BTNDm_Neuron,"biotinidase (biotin), mitochondrial Neuron",biocyt[mN] + h2o[mN] --> btn[mN] + lys-L[mN],"(0.0, 1000.0)",Biotin Metabolism
729,BTNPLm_Neuron,"holocarboxylase synthestase (biotin protein ligase), mitochondrial Neuron",apoC-Lys[mN] + btamp[mN] --> amp[mN] + apoC-Lys_btn[mN] + h[mN],"(0.0, 1000.0)",Biotin Metabolism
730,BTNt2_Neuron,Biotin reversible transport via proton symport Neuron,btn[I] + h[I] <=> btn[cN] + h[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
731,BTNt2m_Neuron,"Biotin reversible transport via proton symport, mitochondria Neuron",btn[cN] + h[cN] <=> btn[mN] + h[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
732,BTNt4i_Neuron,Biotin uptake (antiport) Neuron,btn[I] + h[cN] --> btn[cN] + h[I],"(0.0, 1000.0)","Transport, Extracellular"
733,C160CPT2_Neuron,C160 transport into the mitochondria Neuron,coa[mN] + pmtcrn[mN] --> crn[mN] + pmtcoa[mN],"(0.0, 1000.0)",Carnitine shuttle
734,C160CRNt_Neuron,C160 transport into the mitochondria Neuron,pmtcrn[cN] --> pmtcrn[mN],"(0.0, 1000.0)",Carnitine shuttle
735,C204CPT2_Neuron,arachidonic acid transport into the mitochondria Neuron,arachdcrn[mN] + coa[mN] --> arachdcoa[mN] + crn[mN],"(0.0, 1000.0)",Carnitine shuttle
736,C226CPT2_Neuron,C226 transport into the mitochondria Neuron,c226crn[mN] + coa[mN] --> c226coa[mN] + crn[mN],"(0.0, 1000.0)",Carnitine shuttle
737,C2M26DCOAHLm_Neuron,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m) Neuron",c2m26dcoa[mN] + h2o[mN] <=> 3h26dm5coa[mN],"(-1000.0, 1000.0)",Limonene and pinene degradation
738,CATm_Neuron,catalase Neuron,2.0 h2o2[mN] --> 2.0 h2o[mN] + o2[mN],"(0.0, 1000.0)",ROS Detoxification
739,CBL2tm_Neuron,"Cob(II)alamine transport, mitochondrial Neuron",cbl2[cN] --> cbl2[mN],"(0.0, 1000.0)","Transport, Mitochondrial"
740,CBLATm_Neuron,"cob(I)alamin adenosyltransferase, mitochondrial Neuron",atp[mN] + cbl1[mN] + h[mN] <=> adocbl[mN] + pppi[mN],"(-1000.0, 1000.0)",Vitamin B12 Metabolism
741,CDPDAGtm_Neuron,intracellular transport Neuron,cdpdag_hs[cN] <=> cdpdag_hs[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
742,CDSm_Neuron,phosphatidate cytidylyltransferase Neuron,ctp[mN] + h[mN] + pa_hs[mN] --> cdpdag_hs[mN] + ppi[mN],"(0.0, 1000.0)",Glycerophospholipid Metabolism
743,CHSTEROLt3_Neuron,cholesterol intracellular transport Neuron,chsterol[cN] <=> chsterol[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
744,CITRtm_Neuron,citrulline mitochondrial transport via proton antiport Neuron,citr-L[mN] <=> citr-L[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
745,CITtam_Neuron,"citrate transport, mitochondrial Neuron",cit[cN] + mal-L[mN] <=> cit[mN] + mal-L[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
746,CITtbm_Neuron,"citrate transport, mitochondrial Neuron",cit[cN] + pep[mN] <=> cit[mN] + pep[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
747,CK_Neuron,ATP Creatine kinase Neuron,atp[mN] + creat[mN] <=> adp[mN] + pcreat[mN],"(-1000.0, 1000.0)",Urea cycle/amino group metabolism
748,CO2t_Neuron,CO2 transporter via diffusion Neuron,co2[I] <=> co2[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
749,CO2tm_Neuron,"CO2 transport (diffusion), mitochondrial Neuron",co2[cN] <=> co2[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
750,COQ3m_Neuron,methyltransferase COQ3 Neuron,2dpmhobq[mN] + amet[mN] --> ahcys[mN] + h[mN] + q10[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
751,COQ5m_Neuron,Ubiquinone biosynthesis methyltransferase COQ5 Neuron,2dp6mobq[mN] + amet[mN] --> 2dp6mobq_me[mN] + ahcys[mN] + h[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
752,COQ6m_Neuron,Ubiquinone biosynthesis monooxgenase COQ6 Neuron,2dp6mep[mN] + o2[mN] --> 2dp6mobq[mN] + h2o[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
753,COQ7m_Neuron,Ubiquinone biosynthesis COQ7 Neuron,2dp6mobq_me[mN] + h[mN] + nadph[mN] + o2[mN] --> 2dpmhobq[mN] + h2o[mN] + nadp[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
754,COUCOAFm_Neuron,p-coumaroyl-CoA formation Neuron,T4hcinnm[mN] + atp[mN] + coa[mN] --> amp[mN] + coucoa[mN] + ppi[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
755,CPPPGO_Neuron,coproporphyrinogen oxidase (O2 required) Neuron,cpppg3[cN] + 2.0 h[cN] + o2[cN] --> 2.0 co2[cN] + 2.0 h2o[cN] + pppg9[cN],"(0.0, 1000.0)",Heme Biosynthesis
756,CRNt_Neuron,L-carnitine reversible transport Neuron,crn[I] <=> crn[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
757,CRNtim_Neuron,L-carnitine transport out of mitochondria via diffusion Neuron,crn[mN] --> crn[cN],"(0.0, 1000.0)","Transport, Mitochondrial"
758,CSNAT2m_Neuron,"carnitine O-aceyltransferase, mitochondrial Neuron",coa[mN] + pcrn[mN] <=> crn[mN] + ppcoa[mN],"(-1000.0, 1000.0)",Carnitine shuttle
